"charName","Ship","damage","Class","Cargo","WeaponUpgr","ECM","Drugs","ExCargo","Commod","Drones","Analyzers","Warp Speed","Speed","Maneuverability","Size","WeaponSize","DroneBay","Defence","LockSpeed","CPU","Power","Power bank","CapRecharge","RegionName","borderSys","fringesys","CorridorSys","hubSys","internationalSys","regionalSys","constellationSys","SecurityStatus","Remote Reps","Remote Assistance","Armament","Mining","Scanning","SpeedMods","Ewar","CapPower","Cloack","Salvager","Warp Scrambler","Stasis Web","Cynosural Field","CovOpsCloack","Covert Cyno","MWD","AB","DUST","Clothes","Deployb","SleepSalv","Structure","Implant","Blueprint","Energy Destabilizer","Capacitor Booster","Ice Product","Interdiction Probe","Shield Extender","Shield Booster","Sresist","Repper","CargoVolume","Aresist","NofGates","N Attackers","Mic Security","Average Security","KilledBy","KilledByType","Frigates","Cruisers","Battleships","Industrials","Titans","Roockie Ships","Assault Ship","Heavy AS","Deep Space Transports","BattleCruisers","Destroyers","MiningBarges","Dreadnoughts","Interdictors","CommandShips","Exhumers","Interceptor","Logistics","Force Recon","Bomber","E - War","Heavy Interdictor","Black Ops","Marauder","Combat Recon Ship","Attack Battlecruiser","Blockade Runner","CovOps","Sit"
"gRomoZekA Riter                                   ","Cormorant",5091,"Destroyer",425.0,0,0,0,0,8,2,0,4.5,250.0,21.159542953872197,65.0,1.0,0.0,1125.0,475.0,200.0,68.0,600.0,1.875,"Lonetrek",1,0,0,1,0,1,1,0.4199878214533583,0,0,8,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,145.80499999999998,0,4,1,0.34241,0.34241,"200mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Arne Belinda                                      ","Ibis",538,"Rookie ship",125.0,0,0,0,0,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"Placid",1,0,1,0,0,0,1,0.3384160537741685,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01,0,2,2,-10.0,-9.9922965,"1400mm Howitzer Artillery II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"PvE"
"Supers Warp ToStation                             ","Ibis",550,"Rookie ship",125.0,0,0,0,0,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"Curse",0,0,1,0,0,0,0,-0.01431927738433703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.01,0,3,1,3.342361,3.342361,"Electron Bomb","Bomb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Hauling"
"Supers Warp ToStation                             ","Ibis",517,"Rookie ship",125.0,0,0,0,0,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"Curse",0,0,1,0,0,0,0,-0.01431927738433703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,3,1,0.7159193,0.7159193,"Light Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Psypos93555                                       ","Ibis",517,"Rookie ship",125.0,0,0,0,0,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"The Forge",0,0,1,0,0,0,0,0.4407153812318039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.01,0,2,1,3.1,3.1,"Light Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Maj Sin                                           ","Kestrel",1701,"Frigate",160.0,0,0,0,0,0,0,0,5.0,320.0,26.294961096605057,38.0,1.0,0.0,598.75,620.0,180.0,45.0,330.0,2.0,"The Citadel",0,0,1,0,0,0,0,0.4487059397613994,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,124.46000000000001,0,2,3,-1.7,-1.0,"Light Neutron Blaster II","Hybrid Weapon",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Da FSee                                           ","Merlin",1300,"Frigate",150.0,0,0,0,0,0,0,0,5.0,310.0,27.861361863367883,39.0,1.0,0.0,598.75,580.0,180.0,40.0,350.0,2.0,"The Forge",1,0,1,0,0,0,1,0.2822909693725045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,60.0,0,2,1,-7.369695,-7.369695,"220mm Vulcan AutoCannon II","Projectile Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Max SGFreeman                                     ","Heron",850,"Frigate",400.0,0,0,0,0,0,0,0,5.0,340.0,24.357569114602363,40.0,1.0,35.0,425.0,430.0,260.0,24.0,245.0,1.8148148148148149,"The Forge",1,0,0,1,0,0,1,0.3519686534431311,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.8,0,3,3,-6.4,-0.8666666666666668,"800mm Heavy 'Scout' Repeating Cannon I","Projectile Weapon",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Scanning"
"Princip Fox                                       ","Heron",874,"Frigate",400.0,0,0,0,0,0,0,0,5.0,340.0,24.357569114602363,40.0,1.0,35.0,425.0,430.0,260.0,24.0,245.0,1.8148148148148149,"Black Rise",0,0,0,0,0,0,0,0.2732082220038178,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47.5,0,1,1,4.554245,4.554245,"Mjolnir Rage Rocket","Advanced Rocket",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scanning"
"Nerita Hanomaa                                    ","Heron",820,"Frigate",400.0,0,0,0,0,0,0,0,5.0,340.0,24.357569114602363,40.0,1.0,35.0,425.0,430.0,260.0,24.0,245.0,1.8148148148148149,"Genesis",1,0,0,1,0,0,1,0.3424815206236679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,210.0,0,4,1,2.1,2.1,"Focused Medium Pulse Laser II","Energy Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Khan Sinq                                         ","Heron",843,"Frigate",400.0,0,0,0,0,322,0,0,5.0,340.0,24.357569114602363,40.0,1.0,35.0,425.0,430.0,260.0,24.0,245.0,1.8148148148148149,"Geminate",1,0,0,1,0,0,1,-0.4084748208800353,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,510.39,0,3,1,1.294937,1.294937,"Light Neutron Blaster II","Hybrid Weapon",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scanning"
"Furudo Tekitsu                                    ","Badger",3552,"Industrial",3900.0,0,1,0,5,2,0,0,4.5,127.0,9.989012086704625,190.0,2.0,0.0,1550.25,60.0,380.0,185.0,440.0,1.8144329896907216,"Lonetrek",1,0,0,1,0,0,1,0.4477900948800622,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,47.75,0,3,6,-10.0,-9.966666666666667,"425mm AutoCannon II","Projectile Weapon",0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Hauling"
"Thor Starbos                                      ","Heron",875,"Frigate",400.0,0,0,0,1,0,0,0,5.0,340.0,24.357569114602363,40.0,1.0,35.0,425.0,430.0,260.0,24.0,245.0,1.8148148148148149,"The Citadel",0,1,0,0,0,0,0,0.2825556883337969,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48.1,0,3,3,0.7,3.466666666666667,"Modal Light Ion Particle Accelerator I","Hybrid Weapon",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scanning"
"megashurshunchik                                  ","Heron",820,"Frigate",400.0,0,0,0,0,0,0,0,5.0,340.0,24.357569114602363,40.0,1.0,35.0,425.0,430.0,260.0,24.0,245.0,1.8148148148148149,"The Citadel",0,1,0,0,0,0,0,0.2825556883337969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,450.0,0,3,1,-9.80841,-9.80841,"1400mm 'Scout' Artillery I","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Cyno"
"Titanalt McGee                                    ","Heron",820,"Frigate",400.0,0,0,0,0,0,0,0,5.0,340.0,24.357569114602363,40.0,1.0,35.0,425.0,430.0,260.0,24.0,245.0,1.8148148148148149,"The Bleak Lands",0,0,0,1,0,0,0,0.3634801594787575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,110.0,0,4,1,-1.419943,-1.419943,"220mm Vulcan AutoCannon II","Projectile Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Gods Victory                                      ","Merlin",1377,"Frigate",150.0,0,0,0,0,0,0,0,5.0,310.0,27.861361863367883,39.0,1.0,0.0,598.75,580.0,180.0,40.0,350.0,2.0,"Lonetrek",1,0,0,1,0,0,1,0.4477900948800622,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,47.4,0,3,5,-10.0,-9.939999599999998,"200mm Railgun II","Hybrid Weapon",0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"PvE"
"Wazek                                             ","Ibis",475,"Rookie ship",125.0,0,0,0,1,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"The Forge",1,0,0,1,0,0,1,0.3246248762374767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,4,1,0.1036371,0.1036371,"Heavy Pulse Laser II","Energy Weapon",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hauling"
"Lille Roedhette                                   ","Ibis",517,"Rookie ship",125.0,0,0,0,0,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"Black Rise",0,0,0,0,0,0,0,0.4449388239034815,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,170.0,0,4,1,-0.06358294,-0.06358294,"280mm 'Scout' Artillery I","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Piranha Spy                                       ","Ibis",527,"Rookie ship",125.0,0,0,0,0,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"Essence",1,0,0,1,0,0,1,0.3066251979101813,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.01,0,6,1,-5.287706,-5.287706,"Hobgoblin II","Combat Drone",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"Legionario Nefarious                              ","Ibis",543,"Rookie ship",125.0,0,0,0,0,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"Kor-Azor",0,0,0,1,0,0,0,0.1744029704370381,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,0,4,1,-8.663212,-8.663212,"1400mm Howitzer Artillery II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Other"
"Yuria Saken                                       ","Ibis",475,"Rookie ship",125.0,0,0,0,1,0,0,0,3.0,295.0,19.107671730199677,52.0,,5.0,229.375,475.0,110.0,22.0,130.0,2.0,"Lonetrek",1,0,0,1,0,0,1,0.4477900948800622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.01,0,3,1,3.3,3.3,"425mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Mako Maken                                        ","Iteron Mark V",2678,"Industrial",5800.0,0,0,0,3,0,0,0,3.0,105.0,8.514261387824606,220.0,2.0,0.0,830.25,55.0,270.0,85.0,650.0,1.5615615615615615,"The Citadel",1,0,1,0,0,0,1,0.6092655011900479,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,21,0,2,0,43669.0,0,2,1,4.359612,4.359612,"250mm Prototype Gauss Gun","Hybrid Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hauling"
"Time Kop                                          ","Corax",2569,"Destroyer",450.0,0,0,0,0,0,0,0,4.5,235.0,19.49317738791423,69.0,1.0,0.0,1195.0,475.0,210.0,48.0,500.0,1.5625,"Essence",1,0,0,1,1,1,1,0.5930926592289999,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.36000000000003,0,4,1,3.270571,3.270571,"150mm Light AutoCannon II","Projectile Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Anna Ferrow                                       ","Astero",1613,"Frigate",210.0,0,0,0,0,0,0,0,5.0,312.0,35.736621102474764,35.0,1.0,75.0,796.5,620.0,170.0,32.0,430.0,2.205128205128205,"Geminate",1,0,0,1,0,0,1,-0.4084748208800353,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.8,0,3,1,2.4,2.4,"Mjolnir Rage Heavy Assault Missile","Advanced Heavy Assault Missile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scanning"
"Luna Nightblood                                   ","Venture",1700,"Frigate",50.0,0,0,0,0,0,0,0,5.0,335.0,23.14814814814815,40.0,1.0,10.0,281.25,750.0,240.0,45.0,250.0,2.0,"B-R00005",0,0,0,0,0,0,0,-0.99,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5055.5,0,0,3,1.4,2.9666666666666663,"Hobgoblin II","Combat Drone",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Mining"
"Chez Sievek                                       ","Wreathe",3338,"Industrial",2900.0,0,0,0,4,25,3,0,4.5,140.0,12.345679012345677,155.0,2.0,0.0,1501.5,95.0,320.0,200.0,350.0,1.686746987951807,"Curse",0,0,1,0,0,0,0,-0.01431927738433703,0,0,6,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,56989.065,0,3,8,1.5,4.028748875,"250mm Railgun II","Hybrid Weapon",0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Hauling"
"Laura Andrard                                     ","Iteron Mark V",1426,"Industrial",5800.0,0,3,0,3,0,0,0,3.0,105.0,8.514261387824606,220.0,2.0,0.0,830.25,55.0,270.0,85.0,650.0,1.5615615615615615,"Kor-Azor",1,0,0,1,0,0,1,0.4381709993481272,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0,4,3,-10.0,-6.9954136333333325,"250mm Railgun II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hauling"
"mining4gold Askold                                ","Noctis",8146,"Industrial",1460.0,0,0,0,0,0,5,0,3.0,155.0,6.830601092896175,250.0,2.0,25.0,2717.5,90.0,300.0,250.0,2200.0,5.5,"Providence",1,0,0,1,0,0,1,-0.06889184040874308,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.0,0,3,3,-9.938634,-3.4128780000000005,"Small Focused Pulse Laser II","Energy Weapon",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"marronero                                         ","Bestower",1867,"Industrial",4800.0,0,0,0,6,0,0,0,3.0,110.0,7.797270955165692,215.0,2.0,0.0,900.0,85.0,230.0,90.0,700.0,1.8360655737704918,"Domain",0,0,0,1,0,0,0,0.4269818237605546,3,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228930.0,0,4,1,-4.683088,-4.683088,"Focused Medium Pulse Laser II","Energy Weapon",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hauling"
"pewster                                           ","Tornado",6400,"Attack Battlecruiser",535.0,3,0,0,0,0,0,0,2.5,225.0,13.82494850206683,195.0,2.0,0.0,2585.25,230.0,342.0,1000.0,2700.0,4.0,"The Forge",1,0,0,1,0,1,1,0.9459131166648389,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.2,0,7,1,-0.05027231,-0.05027231,"Loki","Strategic Cruiser",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"lady vess                                         ","Jaguar",2942,"Assault Frigate",130.0,1,0,0,0,1,0,0,5.5,357.0,23.04988733215072,34.0,1.0,0.0,601.50625,750.0,170.0,43.0,250.0,1.3333333333333333,"Black Rise",0,0,0,0,0,0,0,0.1895104797339514,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82.7725,0,3,3,1.5,2.4666666666666663,"Hobgoblin II","Combat Drone",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Thomas Rain                                       ","Crow",2739,"Interceptor",98.0,0,0,0,0,0,0,0,8.0,430.0,25.37749016622256,35.0,1.0,0.0,596.25,860.0,160.0,35.0,315.0,1.3333333333333333,"Black Rise",0,0,0,0,0,0,0,0.2742577740469258,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.82,0,5,1,-0.2540314,-0.2540314,"125mm Gatling AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Jailbait MacGregor                                ","Purifier",1146,"Stealth Bomber",260.0,0,0,0,0,0,0,0,5.5,262.0,16.478775666517038,37.0,1.0,0.0,375.9046875,450.0,298.0,45.0,312.5,1.25,"Aridia",0,0,0,1,0,0,0,0.03798658154165491,0,0,0,0,0,1,0,0,1,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,240.0,1,4,1,4.513435,4.513435,"Mjolnir Rage Heavy Assault Missile","Advanced Heavy Assault Missile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Jululu                                            ","Breacher",1234,"Frigate",175.0,0,0,0,1,0,0,0,5.0,350.0,29.1127595402513,36.0,1.0,10.0,598.75,650.0,180.0,35.0,300.0,2.0,"Tribute",0,0,0,1,0,0,0,-0.2183287930954972,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0,0,5,3,-10.0,-6.234269,"1200mm Artillery Cannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"Hauling"
"PigPen Nemesis                                    ","Slasher",2345,"Frigate",120.0,1,0,0,0,0,0,0,5.0,430.0,32.87040841482455,30.0,1.0,0.0,456.25,940.0,135.0,34.0,240.0,2.0,"The Citadel",1,0,0,1,0,0,1,0.3971828496209688,0,0,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,136.49,0,3,1,-0.5,-0.5,"150mm Carbide Railgun I","Hybrid Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Ariana Lupova                                     ","Reaper",437,"Rookie ship",120.0,0,0,0,2,0,0,0,3.0,310.0,19.86906287564947,48.0,,5.0,228.125,490.0,105.0,21.0,125.0,2.0,"Derelik",0,0,0,1,0,0,0,0.1722285597675846,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.00999999999999,0,4,1,-1.381406,-1.381406,"720mm Howitzer Artillery II","Projectile Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"Buddlespit Brokensword                            ","Reaper",593,"Rookie ship",120.0,0,0,0,0,0,0,0,3.0,310.0,19.86906287564947,48.0,,5.0,228.125,490.0,105.0,21.0,125.0,2.0,"The Citadel",1,0,0,1,1,1,1,0.4160241415263145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.01,0,3,1,-9.976669,-9.976669,"425mm AutoCannon II","Projectile Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Valsion Aldard                                    ","Rupture",9689,"Cruiser",450.0,2,0,0,0,0,0,0,3.0,210.0,16.39344262295082,125.0,2.0,30.0,2302.5,290.0,350.0,860.0,1275.0,3.0,"Curse",1,0,0,1,0,0,1,-0.07998699426468603,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,241.925,0,3,3,1.8,3.9333333333333336,"Ogre II","Combat Drone",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Brigande Bralor                                   ","Hoarder",4512,"Industrial",500.0,0,,,,,,,3.0,130.0,11.07266435986159,185.0,2.0,0.0,1149.0,90.0,300.0,180.0,600.0,2.1621621621621623,"The Forge",1,0,0,1,0,1,1,0.9459131166648389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,-2.284981,-1.1924905000000001,"150mm Railgun II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Drektar Ginjavitus                                ","Mammoth",1836,"Industrial",5500.0,0,0,0,5,0,0,0,3.0,120.0,9.555661729574773,180.0,2.0,0.0,869.0,85.0,250.0,80.0,560.0,1.792,"The Citadel",1,0,1,0,0,0,1,0.505440321832217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17446.18,0,5,7,-0.9,1.7218532142857141,"425mm AutoCannon II","Projectile Weapon",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Hauling"
"Eridan Race                                       ","Reaper",421,"Rookie ship",120.0,0,0,0,2,0,0,0,3.0,310.0,19.86906287564947,48.0,,5.0,228.125,490.0,105.0,21.0,125.0,2.0,"Great Wildlands",1,0,0,1,0,0,1,-0.06093156645446185,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60.41,0,3,1,5.005811,5.005811,"200mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Hauling"
"xPIONEERx                                         ","Reaper",688,"Rookie ship",120.0,0,0,0,0,0,0,0,3.0,310.0,19.86906287564947,48.0,,5.0,228.125,490.0,105.0,21.0,125.0,2.0,"Syndicate",0,0,0,1,0,0,0,-0.01294528549227481,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.0,0,3,1,-0.4,-0.4,"Neutron Blaster Cannon II","Hybrid Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Cyno"
"kaley cummings                                    ","Probe",848,"Frigate",400.0,0,0,0,0,0,0,0,5.0,360.0,24.87351816015561,38.0,1.0,35.0,420.0,465.0,240.0,25.0,235.0,1.8076923076923077,"Verge Vendor",1,0,1,0,1,1,1,0.3980138379721859,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,2,1,-9.34584,-9.34584,"Mjolnir Rage Rocket","Advanced Rocket",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyno"
"DarkDrakan                                        ","Cheetah",1414,"Covert Ops",200.0,0,0,0,0,0,0,0,8.0,381.0,18.549090167127304,46.0,1.0,0.0,448.25,450.0,275.0,15.0,187.5,1.0,"Catch",1,0,1,0,0,1,1,-0.1463222206852534,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.8,0,2,1,-0.1297674,-0.1297674,"280mm Howitzer Artillery II","Projectile Weapon",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scanning"
